Include,Exclusion reason,DOI,,Unique ID,Authors,Year,Country / Region,Funding source,Publication type,Design,Unit of assignment,Follow-up duration,Risk-of-bias tool used,Overall RoB judgment,Setting type,Population description,Baseline value,Sample size,Intervention category,Intervention category (broad),[AA] Intervention category (standardized),[JB] Intervention category (standardized),Intervention description,Core components,Intensity / dose,Implementation fidelity reported?,Implementation Description,Comparator / control condition,Estimation Method,Outcome name,Outcome Reference ,Outcome domain,Outcome definition / metric,[AA] Outcome Category (Standardized),[JB] Outcome Category (Standardized),[AA] Outcome—Intent (Standardized),[JB] Outcome—Intent (Standardized),Time point(s),Unit,Effect size,Standard Error,CI lower,CI upper,P-value,Raw data extracted,Direction of effect,Sub-groups analyzed?,Effect heterogeneity,Co-interventions / policy environment,Implementation barriers / facilitators,Notes ,Notes,JB Notes,AA check,Intervention class v1 - broad,Intervention class v2,Intervention class v3,Exclude
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Missouri’s PTP repeal Non-Handgun ,...,firearm legal intervention mortality,...,,,,,...,,0.92,...,0.19,4.52,0.917,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Fatal law enforcement officer (LEO) assualts - Connecticut’s PTP law,...,firearm legal intervention mortality,...,,,,,...,,0.45,...,0.1,2.08,0.307,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Connecticut’s PTP law Handgun ,...,firearm legal intervention mortality,...,,,,,...,,0.2,...,0.02,1.9,0.159,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Connecticut’s PTP law Non-Handgun ,...,firearm legal intervention mortality,...,,,,,...,,1.67,...,0.18,15.18,0.65,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1186/s40621-023-00439-4,67,Crifasi 2023,"Crifasi, C.K. et al.",2023,United States - National ,Joyce Foundation; New Venture Fund; NICHD,Journal Article ,Cross-sectional Poisson regression,State ,6 years (2015–2020),N/A,N/A,Mixed,"State-level data across all 50 U.S. states. Individuals injured or killed in officer-involved shootings (OIS), both fatal and nonfatal",N/A,600 state-half-year observations (50 states × 2 periods/year × 6 years),Legislation,legislation,,,Permit-to-purchase (PTP) handgun laws evaluated alongside other firearm laws,"PTP requires in-person application, universal background check, and licensing prior to gun purchase",Yes – presence/absence of policy coded for each half-year,N/A,PTP coded based on legal research; implementation timing not studied longitudinally,States without PTP law,Cross-sectional Poisson regression,Permit-to-purchase,Table 1,firearm legal intervention mortality,Associations between firearm laws and officer-involved shootings (OIS) fatal and nonfatal shootings by police,,,,,2015–2020,,0.72,...,0.64,0.81,< 0.001,...,↓ beneficial,No,N/A,"Controlled for multiple firearm laws in one model; adjusted for demographics, incarceration, alcohol use, LE presence",No info on enforcement intensity; policies treated as binary (in force or not),,,looks good,,Firearm policy (index/strength measure),Policy environment index / composite score,System: measurement/index (policy strength),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Comprehensive background check only ,...,firearm legal intervention mortality,...,,,,,...,,1.12,...,1.01,1.25,0.029,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,"Shall issue ('May Issue’ as reference in
three-level categorical variable)",...,firearm legal intervention mortality,...,,,,,...,,1.34,...,1.17,1.53,< 0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,"Permitless ('May Issue’ as reference in
three-level categorical variable)",...,firearm legal intervention mortality,...,,,,,...,,1.61,...,1.35,1.91,< 0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Stand your ground,...,firearm legal intervention mortality,...,,,,,...,,0.93,...,0.86,1.01,0.098,...,↔ null (borderline),...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Violent misdemeanor prohibitions,...,firearm legal intervention mortality,...,,,,,...,,1.02,...,0.93,1.13,0.576,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Extreme risk protection orders,...,firearm legal intervention mortality,...,,,,,...,,0.98,...,0.88,1.08,0.663,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1007/s11524-018-0260-8,68,Culyba 2018,"Culyba, A.J. et al. ",2018,"United States - Philadelphia, PA",NIH grants ,Journal Article ,Population-based case-control,,Person,N/A,N/A,Urban,"Low-resource neighborhoods in Philadelphia, PA. Males aged 10–24 years who experienced assault injury or served as matched controls",N/A,143 gun assault cases; 206 non-gun assault cases; 283 controls,Community-based / psychosocial support,community-based,,,"Assessed presence of adolescent-adult connections (positive adult support, familial support, parental support)","Survey-defined adult support, family genograms for supportive family/parent relationships",No,N/A,"Study exposure was measured, not delivered as an intervention",Age- and race-matched community controls via random-digit dialing,Conditional logistic regression,Gunshot assault injury - Positive adult connection ,Table 2,firearm injury,OR of gunshot injury among those with adult connection,,,,,At time of enrollment,,1.23,N/A,0.66,2.28,0.52,,↔ null,Yes – stratified by level of prior violence involvement,Only high-prior-violence youth showed significant associations; direction was reversed in low group,N/A,Observational study (potential reporting and recall bias),,,looks good,,Clinical counseling / screening,Clinical counseling / screening / decision support,Service: clinical counseling/screening (behavior change),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Low prior violence involvement ,...,firearm injury,...,,,,,...,,0.92,...,0.34,2.44,0.86,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - High prior violence involvement,...,firearm injury,...,,,,,...,,2.46,...,0.81,7.49,0.11,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Gunshot assault injury - Supportive adult familial connection,...,firearm injury,OR of gunshot injury among those with adult connection,,,,,...,,1.96,...,1.03,3.73,0.04,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Low prior violence involvement ,...,firearm injury,...,,,,,...,,1.43,...,0.53,3.86,0.48,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - High prior violence involvement ,...,firearm injury,...,,,,,...,,4.01,...,1.36,11.8,0.01,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Gunshot assault injury - Supportive parental connection ,...,firearm injury,OR of gunshot injury among those with adult connection,,,,,...,,1.67,...,0.89,3.13,0.11,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Low prior violence involvement ,...,firearm injury,...,,,,,...,,1.19,...,0.46,3.06,0.72,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - High prior violence involvement ,...,firearm injury,...,,,,,...,,3,...,1.01,8.95,0.049,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Non-gun assault injury - Positive adult connection ,...,firearm injury,OR of gunshot injury among those with adult connection,,,,,...,,1.44,...,0.75,2.77,0.28,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Low prior violence involvement ,...,firearm injury,...,,,,,...,,1.96,...,0.73,5.28,0.18,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - High prior violence involvement,...,firearm injury,...,,,,,...,,1.59,...,0.54,4.67,0.4,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Non-gun assault injury - Supportive adult familial connection,...,firearm injury,OR of gunshot injury among those with adult connection,,,,,...,,1.91,...,1.09,3.34,0.03,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Low prior violence involvement ,...,firearm injury,...,,,,,...,,1.19,...,0.55,2.55,0.66,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - High prior violence involvement ,...,firearm injury,...,,,,,...,,4.22,...,1.48,12.04,0.007,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Non-gun assault injury - Supportive parental connection ,...,firearm injury,OR of gunshot injury among those with adult connection,,,,,...,,1.69,...,0.98,2.91,0.06,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Low prior violence involvement ,...,firearm injury,...,,,,,...,,1.21,...,0.58,2.53,0.6,,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - High prior violence involvement ,...,firearm injury,...,,,,,...,,2.86,...,1.02,7.97,0.045,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1177/00111287221077629,69,D’Alessio 2023,"D’Alessio, S.J. et al. ",2022,United States – 95 cities in 15 states,N/A,Journal Article ,Two-way fixed-effects panel model,City,14 years (2002–2015),N/A,N/A,Urban ,"Mid-to-large U.S. cities with ≥ 50,000 population across 15 states. Reported criminal incidents from the National Incident-Based Reporting System (NIBRS)",~22% of incidents involved firearm use,"1,330 city-year observations (95 cities × 14 years)",Legislation,legislation,,,State-level passage of Stand Your Ground (SYG) or Castle Doctrine (CD) self-defense laws,Removal of duty to retreat in public (SYG) or home (CD),"Yes – treated as 0 (none), 0.5 (initial year), 1 (post-law years)",N/A,Exposure assigned by city based on state law implementation,Cities without SYG or CD laws during the study period,Model 1: Fixed versus Random Effects (Hausman),Firearm Crime - SYG law,Table 3 ,firearm crime,% of reported incidents involving a firearm,,,,,2002–2015,,1.211,0.48,N/A,N/A,0.05,N/A,↑ harmful,Yes – by racial composition of offenders,Larger increase in firearm use among Black offenders post-law,N/A,N/A,,,"what's currently in ""outcome name"" is more accurately intervention name, and outcome should be more like ""firearm crime"". unclear to me why sometimes the outcome name is an intervention and other times it's an outcome. Some of these effect sizes seem beneficial, not harmful?",check,Firearm policy / legal change,Stand-your-ground / self-defense immunity,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Castle law,...,firearm crime,...,,,,,...,,3.563,0.972,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Offender male,...,firearm crime,...,,,,,...,,0.331,0.038,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Offender black ,...,firearm crime,...,,,,,...,,0.161,0.027,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Offender age 16 to 25,...,firearm crime,...,,,,,...,,0.118,0.027,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Co-offenders,...,firearm crime,...,,,,,...,,0.06,0.028,...,...,0.05,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Residential crime,...,firearm crime,...,,,,,...,,–.116,0.023,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Street crime,...,firearm crime,...,,,,,...,,0.082,0.033,...,...,0.05,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Model 2: Fixed versus Random Effects (Hausman),Firearm Crime - SYG law,...,firearm crime,...,,,,,...,,1.074,0.476,...,...,0.05,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Castle law,...,firearm crime,...,,,,,...,,1.492,1.031,...,...,N/A,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Offender male,...,firearm crime,...,,,,,...,,0.329,0.038,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Offender black ,...,firearm crime,...,,,,,...,,0.146,0.027,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Offender age 16 to 25,...,firearm crime,...,,,,,...,,0.104,0.027,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Co-offenders,...,firearm crime,...,,,,,...,,0.06,0.028,...,...,0.05,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Residential crime,...,firearm crime,...,,,,,...,,–.114,0.023,...,...,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Street crime,...,firearm crime,...,,,,,...,,0.092,0.033,...,...,0.01,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.puhip.2021.100218,70,Das 2021,"Das, A. et al. ",2021,United States - National ,NIMH grant ,Journal Article ,Panel longitudinal study with fixed-effects negative binomial regression,State,17 years (2000–2016),N/A,N/A,Mixed,"50 US states. All suicides by firearm, stratified by race/ethnicity and gender",Mean 376.2 suicides by firearm per state-year,"319,919 firearm suicides; 8,500 state-year-race-gender strata",Legislation,legislation,,,"Composite index of permissiveness of firearm laws (0 = restrictive to 100 = permissive), incorporating over 13 law types and pro-gun cultural markers","Includes open carry, stand-your-ground, machine gun laws, storage requirements",Yes – 0 to 100 scale,N/A,Exposure derived from NRA-endorsed Traveler’s Guide to Firearm Laws; used annually at state level,States with more restrictive laws over time,Fixed effects negative binomial regression,Suicide by Firearm - Permissiveness of state firearm laws,Table 3 ,firearm suicide mortality,Count of deaths from ICD-10 codes X72–X74,,,,,"Annual, 2000–2016 ",,1.02,N/A,1.01,1.03,0.001,N/A,↑ harmful,Yes - stratified by race/ethnicity and gender,N/A,"Adjusted for year effects, mental health spending, income inequality, poverty, and education",N/A,,,some of these effect sizes seem beneficial?,check,Firearm policy (index/strength measure),Policy environment index / composite score,System: measurement/index (policy strength),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Population at <200% of the federal poverty line (%),...,firearm suicide mortality,...,,,,,...,,0.99,...,0.99,1.01,,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Population graduated from high school (%),...,firearm suicide mortality,...,,,,,...,,0.99,...,0.99,1,,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Per capita mental health expenditure ($),...,firearm suicide mortality,...,,,,,...,,0.99,...,0.99,0.99,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Gini index ,...,firearm suicide mortality,...,,,,,...,,0.93,...,0.66,1.29,,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.jcrimjus.2024.102233,71,DeBiasi 2024,"De Biasi, A.",2024,"United States - Detroit, MI",National Collaborative on Gun Violence Research,Journal Article ,Quasi-experimental (coarsened exact matching with logistic regression),Shooting case,Jan 2017–Aug 2021,N/A,N/A,Urban ,"Detroit Police Department (DPD) fatal and nonfatal shooting investigations. Shooting cases with NIBIN leads; excludes self-inflicted or accidental shootings
",8% of control-period cases were cleared after a NIBIN lead,"952 cases (235 fatal, 717 nonfatal)",Policing ,policing,,,Establishment of the Detroit Crime Gun Intelligence Center (CGIC) to improve timeliness and intelligence depth of NIBIN reports,"NIBIN processing, advanced intelligence (social media, cell data), interagency collaboration",Full CGIC implementation with in-house NIBIN reviews and advanced intelligence from 2020 onward,Yes ,"Timeline tracked key steps in CGIC capacity; partnership with national NIBIN center (NNCTC), hiring/training of analysts, and upgrades to data systems","Pre-intervention cases with NIBIN leads (2017–Aug 2018), before CGIC operations (BASELINE)",Logistic regression with matching,Shooting case clearance (post-NIBIN; Full treatment model ,Table 5 ,policing output,Binary: Case cleared after NIBIN lead vs. not cleared,,,,,Full treatment period (Sept 2019–Aug 2021),,4.84,2.19,N/A,N/A,0.001,N=381; 211 treatment vs 170 control cases,↓ beneficial,No,Effect was stronger for advanced intelligence period,"Some impact of COVID-19 noted, but mitigated by CGIC structure","Facilitators included timely NIBIN reviews (24–48h), trained analysts, and NNCTC support",,,I don't understand what this outcome unit is. Time?,check,Other / unclear,Other / unclear,Other / unclear,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Case clearance after NIBIN lead - fundamental intelligence period,...,policing output,...,,,,,Sept 2019–Jan 2020,,3.25,2.52,...,...,0.13,N=87; 28 treatment vs 59 control cases,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Case clearance after NIBIN lead - advanced intelligence period,...,policing output,...,,,,,Feb 2020–Aug 2021,,3.66,1.96,...,...,0.05,N=338; 180 treatment vs 158 control cases,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1001/jamanetworkopen.2022.0077,72,DegliEsposti 2022,"Degli Esposti, M. et al. ",2022,United States - 41 states ,The Joyce Foundation ,Journal Article ,Interrupted time series (multiple-baseline and location ITS) ,State,18 years (1999–2017),N/A,N/A,Mixed,"23 states that enacted SYG laws vs. 18 states that did not. Included a general US population; subgroups by race, age, and sex of decedents","0.55 homicides / 100,000 in SYG states; 0.31 in non-SYG","N = 248,358 homicides (170,659 firearm) across 41 states",Legislation,legislation,,,Enactment of stand-your-ground (SYG) laws that expand legal immunity for use of deadly force in public,Removal of duty to retreat; legal immunity for use of force,Yes – 23 states enacted SYG statutes between 2000–2016,Yes ,States included only if they enacted laws by statute (not case law); some southern states implemented early (2005–2007),States with no SYG law enacted during the study period (Non-SYG states; 1999-2017 (n = 18)),Quasi-Poisson regression models,Homicide rate (overall),Table (Main),overall homicide mortality,"Monthly rate / 100,000",,,,,1999-2017,,0.55,0.25,N/A,N/A,0.001,N/A,↑ harmful,"Yes – race, age, sex",Effect higher among white populations (IRR = 1.10) and Males (1.08); not significant for females (1.02),Variation across states; other concurrent state-specific trends and policies considered in modeling,Early adoption in Southern states; public controversies; national lobbying influence,,,Unclear to me what a before law or after law effect size is. Is it just a measurement? Or was it modeled?,check,Firearm policy / legal change,Stand-your-ground / self-defense immunity,System: policy change (access-expanding/permissive),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,...,...,overall homicide mortality,...,,,,,Before law,,0.54,0.26,...,...,0.001,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,...,...,overall homicide mortality,...,,,,,After law,,0.55,0.25,...,...,0.001,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Firearm homicide rate (overall),...,firearm homicide mortality,...,,,,,1999-2017,,0.38,0.21,...,...,0.01,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,...,...,firearm homicide mortality,...,,,,,Before law,,0.36,0.2,...,...,0.01,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,...,...,firearm homicide mortality,...,,,,,After law,,0.39,0.22,...,...,0.01,,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1136/injuryprev-2019-043530,73,DegliEsposti 2020,"Degli Esposti, M. et al. ",2020,United States - Florida ,The Joyce Foundation ,Journal Article ,Interrupted time series,State,19 years (1999–2017),N/A,N/A,Urban,Florida adolescent population (aged 15–19 years). ,"Mean 1.53 firearm homicides / 100,000 adolescents (pre-law)",N = 76 quarterly observations (Jan 1999–Dec 2017),Legislation,legislation,,,"Florida's Stand Your Ground law, enacted October 2005, extending legal immunity for use of deadly force without duty to retreat",Self-defense immunity; legal codification of no duty to retreat,Yes – statewide statutory change,Yes,Florida-specific enactment tracked; effects estimated using pre-intervention counterfactual,"Pre-law period (1999–2005); also includes synthetic and negative controls (other states, firearm suicides)",Poisson distribution,Adolescent firearm homicide in Florida - Before SYG ,Table 1 ,firearm homicide mortality,"Mean quarterly rates per 100,000 population (sd)",,,,,Quarterly ,,1.53 (0.42,0.42,N/A,N/A,N/A,N/A,N/A,Yes – race (Black vs. White/Other),Stronger and statistically significant increase among Black adolescents,Controlled for confounding via synthetic and negative controls,Florida's demographic/cultural uniqueness may affect generalizability,,,looks good,,Firearm policy / legal change,Stand-your-ground / self-defense immunity,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Adolescent firearm homicide in Florida - After SYG ,...,firearm homicide mortality,...,,,,,...,,2.16 (0.51),0.51,N/A,N/A,N/A,...,N/A,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaussian generalised linear model,Adolescent firearm homicide in Florida - Trend,...,firearm homicide mortality,...,,,,,...,,1.00 (0.99 to 1.00),N/A,0.99,1,N/A,...,N/A,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,"Adolescent firearm homicide in Florida - SYG law
(step change)",...,firearm homicide mortality,...,,,,,...,,1.45 (1.17 to 1.79),N/A,1.17,1.79,0.001,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/TA.0000000000002060,74,DiMaggio 2019,"DiMaggio, C. et al. ",2019,United States - National ,N/A,Journal Article ,Interrupted time series / before-after (quasi-experimental),Year (national-level time series),37 years (1981–2017),N/A,N/A,Mixed,National-level analysis of confirmed mass shooting incidents. All individuals killed in U.S. mass shooting events with ≥4 fatalities (excluding shooter),"10.2 mass shooting deaths / 10,000 firearm homicides","44 confirmed mass shooting events (501 deaths); 140,515 firearm homicides (ban period), 348,528 (non-ban)",Legislation,legislation,,,"1994–2004 Federal Assault Weapons Ban, prohibiting manufacture and sale of specific semiautomatic weapons and high-capacity magazines","Weapon bans, capacity limits",Yes – federally implemented and enforced for 10 years,Indirectly – implementation period clearly defined and analyzed,Effect defined by comparing 1994–2004 period with pre- and post-ban eras using multiple analytic strategies,Pre-ban and post-ban periods (1981–1993 and 2005–2017),Linear regression with year and ban-period indicator,Federal Assault Weapon Ban on Mass-Shooting Deaths,Table 1,firearm homicide mortality,"Mass shooting deaths / 10,000 firearm homicides",,,,,"Annual, 1981–2017",,-8.6,3.9,N/A,N/A,0.03,"Mean during ban: 10.2 deaths per 10,000 firearm homicides",↓ beneficial,Yes – assault vs non-assault weapon use,Stronger effect when restricted to assault-weapon events,Not modeled directly; authors note lack of concurrent local law controls,"Limited public health funding, inconsistent data definitions, underreporting in available datasets",,,the outcome name stuff could be separated out into intervention and outcome but it's nbd,,Firearm policy / legal change,Assault weapon / magazine / handgun model bans,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Federal Assault Weapon Ban on Mass-Shooting Deaths Characterized by Use of Assault Weapon,Table 2,firearm homicide mortality,... - restricted to incidents involving assault rifles,,,,,Annual,,-6.7,3.9,N/A,N/A,0.09,85.8% of total 501 deaths involved assault rifles,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed-effects Poisson model,Mass shooting death counts,Table 3,firearm homicide mortality,Annual counts with offset by firearm homicides or population,,,,,Annual,,0.15,N/A,N/A,N/A,N/A,approx. 85% reduction during ban,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1177/00027162231164865,75,Donohue 2023,"Donohue, J.J.",2023,United States - National ,N/A,Journal Article ,Panel data analysis (with synthetic controls),State,35 years (1979–2014 for RTC analysis); 1982–2019 for mass shootings,N/A,N/A,Mixed,All U.S. states; focus on policy heterogeneity in permissive gun laws. General U.S. population; mass shooting data drawn from public incidents with ≥4 victims,N/A,51 jurisdictions (50 states + DC); includes synthetic control units and state-year panel,Legislation,legislation,,,Right-to-Carry (RTC) laws; Stand-Your-Ground (SYG) laws; assault weapon and high-capacity magazine bans,"Permitless carry, conceal carry, legal self-defense expansions, magazine/firearm restrictions",Yes – State-year exposure to policy variation,No,"Variation in law adoption, duration, and type across states; some implementation details in historical narrative",States without RTC or SYG laws; synthetic control states in mass shooting model,"OLS, fixed effects model, state-year panel",Mass Shooting Incidents  ,Table 1,mass shootings,"Mass Shooting Incidents per 10,000,000 Population",,,,,1982–2019,,–.07,0.05,N/A,N/A,N/A,N/A,↔ null,No,N/A,"Other firearm laws (SYG, RTC); variation across states in policy packages","Court rulings (Bruen decision), gun industry lobbying, political ideology",,,looks fine,,Firearm policy / legal change,Carry laws (concealed/open/issue),System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Mass Shooting Deaths ,...,firearm homicide mortality,...,,,,,...,,–.09,0.04,N/A,N/A,0.05,...,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Mass Shooting Injuries,...,firearm injury,...,,,,,...,,–.22,0.12,N/A,N/A,0.1,...,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Mass Shooting Casualties,...,firearm homicide mortality,...,,,,,...,,–.31,0.15,N/A,N/A,0.05,...,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
